indice_tiempo,tipo_cambio_real_estados_unidos
2011-12-06,86.65610243881686
2011-12-07,86.60511107532541
2011-12-08,86.55414971686626
2011-12-09,86.50321834578342
2011-12-10,86.4523169444313
2011-12-11,86.4014454951747
2011-12-12,86.37078878730341
2011-12-13,86.3199653119549
2011-12-14,86.3094938609794
2011-12-15,86.31915404048902
2011-12-16,86.3891849837034
2011-12-17,86.33835068341459
2011-12-18,86.28754629573679
2011-12-19,86.23677180306842
2011-12-20,86.22620715387319
2011-12-21,86.17546875521772
2011-12-22,86.12476021274149
2011-12-23,86.07408150887615
2011-12-24,86.0234326260637
2011-12-25,85.97281354675633
2011-12-26,85.92222425341673
2011-12-27,85.99170899421469
2011-12-28,85.94110858215868
2011-12-29,85.99045713766981
2011-12-30,85.95982954160273
2011-12-31,85.9092478884882
2012-01-01,85.8849521022413
2012-01-02,85.86066318702683
2012-01-03,85.83638114090166
2012-01-04,85.85198147584586
2012-01-05,85.92736247703773
2012-01-06,86.02262045659927
2012-01-07,85.99829260773109
2012-01-08,85.97397163896288
2012-01-09,85.88992880787055
2012-01-10,85.84573453562666
2012-01-11,85.80155839084564
2012-01-12,85.77729306000461
2012-01-13,85.75303459158302
2012-01-14,85.72878298364013
2012-01-15,85.70453823423571
2012-01-16,85.7796513390431
2012-01-17,85.77525678376195
2012-01-18,85.79071681566641
2012-01-19,85.78630789686586
2012-01-20,85.8017423415485
2012-01-21,85.77747695868486
