indice_tiempo,tipo_cambio_real_multilateral_actual
2008-12-13,128.7993367107023
2008-12-14,128.77896567560708
2008-12-15,130.24295343733206
2008-12-16,129.8642844793464
2008-12-17,131.15164097282943
2008-12-18,131.3026435328774
2008-12-19,130.43561272745018
2008-12-20,130.4149828972632
2008-12-21,130.3943563299113
2008-12-22,130.11487460068312
2008-12-23,131.09157636257376
2008-12-24,131.36399413042042
2008-12-25,131.34321746647927
2008-12-26,131.55376690321108
2008-12-27,131.53296022461367
2008-12-28,131.5121568368219
2008-12-29,131.45091790132008
2008-12-30,132.71492375537318
2008-12-31,132.55185842740528
2009-01-01,132.50942815435855
2009-01-02,132.5197071483851
2009-01-03,132.4772871670655
2009-01-04,132.4348807645172
2009-01-05,132.73823544014084
2009-01-06,134.01761555103343
2009-01-07,134.01035116930638
2009-01-08,133.07887098122248
2009-01-09,132.27498847420142
2009-01-10,132.23264682811057
2009-01-11,132.19031873571586
2009-01-12,130.85496178520629
2009-01-13,130.91109318140778
2009-01-14,129.6241284351697
2009-01-15,129.190368108798
2009-01-16,130.38471092727372
2009-01-17,130.3429743650603
2009-01-18,130.30125116285362
2009-01-19,130.26605482305408
2009-01-20,129.0434347085474
2009-01-21,129.53102690426348
2009-01-22,129.84219482575278
2009-01-23,129.77696951841796
2009-01-24,129.7354274961697
2009-01-25,129.69389877165534
2009-01-26,131.2333802789957
2009-01-27,131.15214054284888
2009-01-28,132.20411916969942
2009-01-29,131.37133251211785
2009-01-30,130.39703225218338
2009-01-31,130.3552917458745
2009-02-01,130.37618663946844
2009-02-02,130.05280694633908
2009-02-03,131.20136218387788
2009-02-04,130.96890965414806
2009-02-05,130.79290371735001
2009-02-06,131.61871319781852
2009-02-07,131.63981060760074
2009-02-08,131.66091139912618
2009-02-09,132.8038594397799
2009-02-10,131.82766067227678
2009-02-11,131.9669567811977
2009-02-12,131.4077329164497
2009-02-13,132.12942807861108
2009-02-14,132.1506073518371
2009-02-15,132.1717900199283
2009-02-16,132.22587953724988
2009-02-17,130.62300426423784
2009-02-18,129.96793671602268
2009-02-19,131.2482414355693
2009-02-20,130.33271310061295
2009-02-21,130.35360437503368
2009-02-22,130.37449899815581
2009-02-23,130.99299192716592
2009-02-24,131.54563246187428
2009-02-25,131.40220719362276
2009-02-26,132.37666169704931
2009-02-27,131.85189520208755
2009-02-28,131.87302998904954
2009-03-01,131.77325229597497
2009-03-02,131.33859230364183
2009-03-03,131.34070005295143
2009-03-04,132.92259888542387
2009-03-05,132.54020424133685
2009-03-06,133.38359340888044
2009-03-07,133.28258753526066
2009-03-08,133.18165814920758
2009-03-09,133.12185146880162
2009-03-10,133.82968885732913
2009-03-11,134.22913835688374
2009-03-12,134.67365675021904
2009-03-13,135.54976432814328
2009-03-14,135.4471181029591
2009-03-15,135.34454960751202
2009-03-16,136.30383317119117
2009-03-17,136.17378242466614
2009-03-18,137.09847614006782
2009-03-19,138.52320928159386
2009-03-20,138.26950415082896
2009-03-21,138.16479837926585
2009-03-22,138.06017189704912
2009-03-23,139.2531419865954
2009-03-24,139.14769134681887
2009-03-25,139.27749797104457
2009-03-26,139.41452126415322
2009-03-27,138.56241485765457
2009-03-28,138.45748727693882
2009-03-29,138.35263915353624
2009-03-30,136.6201731194895
2009-03-31,137.68861053499327
2009-04-01,137.6874840679165
2009-04-02,137.6161573296917
2009-04-03,139.38981213230952
2009-04-04,139.3176035310087
2009-04-05,139.24543233618706
2009-04-06,137.89354989699248
2009-04-07,137.3244970679408
2009-04-08,137.9946222690567
2009-04-09,137.9231364229345
2009-04-10,137.85168760888018
2009-04-11,137.7802758077096
2009-04-12,137.70890100024903
2009-04-13,138.8744174783687
2009-04-14,138.00922540470725
2009-04-15,137.69554219023001
2009-04-16,137.81430765427552
2009-04-17,137.71499017658252
2009-04-18,137.64364918927015
2009-04-19,137.57234515898378
2009-04-20,135.88293874725642
2009-04-21,136.1600753327709
2009-04-22,136.9556361771865
2009-04-23,137.00426007230377
2009-04-24,137.6197150154362
2009-04-25,137.5484233838553
2009-04-26,137.47716868373234
2009-04-27,136.21254706936423
2009-04-28,137.32131731764983
2009-04-29,138.9726832017217
2009-04-30,138.16302333486686
2009-05-01,138.13563573231386
2009-05-02,138.1083085245493
2009-05-03,138.08098672289378
2009-05-04,139.20293972505718
2009-05-05,138.84587175702208
2009-05-06,139.9268313521637
2009-05-07,140.57760933313511
2009-05-08,142.12493114990005
2009-05-09,142.09681474458966
2009-05-10,142.06870390151428
2009-05-11,142.1134956581667
2009-05-12,142.0715837373881
2009-05-13,141.2052796422816
2009-05-14,141.8464712453272
2009-05-15,141.38782306361676
2009-05-16,141.35985247951842
2009-05-17,141.33188742880736
2009-05-18,141.9499230073511
2009-05-19,143.28365054141216
2009-05-20,144.3815193837515
2009-05-21,144.71212256864766
2009-05-22,144.856789569187
2009-05-23,144.82813272358982
2009-05-24,144.79948154714208
2009-05-25,144.7708360387224
2009-05-26,144.77345609375308
2009-05-27,144.6464725277758
2009-05-28,144.91877482999996
2009-05-29,146.88300905915645
2009-05-30,146.85395136897858
2009-05-31,146.82489942724888
2009-06-01,147.61383845251314
2009-06-02,148.03715862890903
2009-06-03,146.51845842292204
2009-06-04,147.37770412013137
2009-06-05,146.7183814769731
2009-06-06,146.71147071350126
2009-06-07,146.7045602755418
2009-06-08,146.19965501998658
2009-06-09,146.5930147964686
2009-06-10,146.59986998845292
2009-06-11,147.64675287256782
2009-06-12,148.13606982198445
2009-06-13,148.12909228222514
2009-06-14,148.12211507112343
2009-06-15,148.115138188664
2009-06-16,146.73136803101497
2009-06-17,146.80813808179153
2009-06-18,146.9463343302054
2009-06-19,147.80721496032768
2009-06-20,147.80025291036674
2009-06-21,147.793291188334
2009-06-22,146.35383494722367
2009-06-23,147.93605665306836
2009-06-24,148.28831371932463
2009-06-25,148.80115784720178
2009-06-26,149.49883794692659
2009-06-27,149.4917962177447
2009-06-28,149.484754820244
2009-06-29,148.93228544967144
2009-06-30,148.79013018220334
2009-07-01,149.82874075633796
2009-07-02,148.94831875925846
2009-07-03,148.94508013294683
2009-07-04,148.90607987577138
2009-07-05,148.86708983054825
2009-07-06,148.1674151769815
2009-07-07,147.96770271059796
2009-07-08,146.50306016980875
2009-07-09,146.4646993389675
